price,postcode,total_square,rooms,floor,city,district,street_house
18059475,129337.0,61.5,2.0,12.0,Москва,Ярославский район,улица Красная Сосна_3
48105840,123290.0,106.0,3.0,34.0,Москва,Пресненский район,Мукомольный проезд_11
12800000,117321.0,53.5,2.0,1.0,Москва,Тёплый Стан район,Профсоюзная_132
11189768,109052.0,37.0,2.0,8.0,Москва,Нижегородский район,Рязанский проспект_2
7900000,105215.0,36.9,2.0,1.0,Москва,Северное Измайлово район,Щёлковское шоссе_44
10950000,141401.0,46.0,2.0,7.0,Химки,unknown,Германа Титова_2
7300000,142703.0,41.3,2.0,16.0,Видное,unknown,бульвар Зелёные аллеи_11
19250000,119517.0,72.0,3.0,14.0,Москва,Очаково-Матвеевское район,Матвеевская_18
13450013,125371.0,45.2,2.0,7.0,Москва,Покровское-Стрешнево район,шоссе Волоколамское_81
17300000,121433.0,50.4,2.0,2.0,Москва,Фили-Давыдково район,Малая Филёвская_18
16000000,115372.0,74.0,3.0,14.0,Москва,Бирюлёво Восточное район,улица Липецкая_40
14370000,117534.0,45.0,2.0,4.0,Москва,Чертаново Южное район,Чертановская улица_64
7300000,141700.0,25.1,2.0,16.0,Долгопрудный,unknown,Новый бульвар_7
32500000,143005.0,113.0,3.0,12.0,Одинцово,unknown,Чикина_12
19900000,109044.0,46.6,2.0,5.0,Москва,Таганский район,Воронцовская_22
17000000,140055.0,108.2,3.0,11.0,Котельники,unknown,Сосновая_2
12000000,125195.0,38.0,1.0,9.0,Москва,Левобережный район,Беломорская улица_20
6800000,142703.0,45.4,2.0,5.0,Видное,unknown,Советская_6
17900000,108802.0,77.3,3.0,7.0,Москва,Сосенское поселение,бульвар Веласкеса_9
19210000,127427.0,35.0,1.0,19.0,Москва,Марфино район,улица Академика Королёва_21
13500000,117461.0,36.8,2.0,8.0,Москва,Черёмушки район,Севастопольский проспект_36
13900000,142720.0,50.7,2.0,14.0,unknown,unknown,Южная_3
32900000,127427.0,62.0,2.0,20.0,Москва,Марфино район,улица Академика Королёва_21
16599999,115432.0,38.0,1.0,14.0,Москва,Даниловский район,проспект Лихачёва_12
18390000,127427.0,39.0,1.0,20.0,Москва,Марфино район,улица Академика Королёва_21
38000000,123056.0,95.0,3.0,3.0,Москва,Пресненский район,Зоологическая_30
11700000,143900.0,75.6,4.0,8.0,Балашиха,unknown,Фадеева_7
17019000,117420.0,56.0,2.0,3.0,Москва,Черёмушки район,Намёткина_10
4757829,143909.0,23.79,1.0,14.0,Балашиха,unknown,Трубецкая_10
6200000,115547.0,31.4,2.0,2.0,Москва,Бирюлёво Восточное район,улица Михневская_8
18300000,129343.0,80.0,3.0,3.0,Москва,Свиблово район,Амундсена_3
17300000,109144.0,56.7,2.0,10.0,Москва,Марьино район,Батайский проезд_65
18700000,127591.0,76.5,3.0,12.0,Москва,Восточное Дегунино район,Дубнинская_32
9100000,141707.0,44.6,1.0,12.0,Долгопрудный,unknown,Лихачёвское шоссе_1
15300000,119620.0,52.0,2.0,16.0,Москва,Солнцево район,Авиаторов_30
10571024,unknown,22.8,1.0,26.0,Москва,Очаково-Матвеевское район,Озёрная улица_7
8700000,111677.0,40.0,1.0,4.0,Москва,Некрасовка район,улица Недорубова_28
25000000,129164.0,52.0,2.0,10.0,Москва,Алексеевский район,проспект Мира_120
10500000,117570.0,45.1,2.0,1.0,Москва,Чертаново Центральное район,Красного Маяка улица_13
10887915,140016.0,55.24,3.0,14.0,Люберцы,unknown,3-й квартал_61
13348240,117570.0,40.4,1.0,8.0,Москва,Чертаново Центральное район,Красного Маяка улица_26
17823544,unknown,75.0,3.0,7.0,Москва,Сосенское поселение,ЖК Прокшино_6
7300000,140016.0,35.5,1.0,7.0,Люберцы,unknown,Вертолётная_48
12871200,123060.0,34.6,1.0,23.0,Москва,Щукино район,улица Берзарина_32
11500000,125480.0,43.5,2.0,6.0,Москва,Северное Тушино район,улица Героев Панфиловцев_16
45300000,127427.0,95.4,4.0,4.0,Москва,Марфино район,улица Академика Королёва_21
9490000,115404.0,36.9,1.0,7.0,Москва,Бирюлёво Восточное район,6-я Радиальная улица_7
7532839,143441.0,26.43,1.0,15.0,Москва,Митино район,ЖК Аквилон Митино_4
17000000,127566.0,64.0,4.0,9.0,Москва,Отрадное район,Бестужевых_9
5499999,142702.0,25.0,2.0,5.0,unknown,unknown,Сухановская_18
59000000,119526.0,125.0,3.0,9.0,Москва,Тропарёво-Никулино район,проспект Вернадского_97
38900000,123022.0,70.0,2.0,24.0,Москва,Пресненский район,Ходынская_2
26900000,115432.0,73.5,2.0,2.0,Москва,Даниловский район,проспект Лихачёва_12
11500000,125130.0,37.9,1.0,8.0,Москва,Войковский район,Старопетровский проезд_10
10490000,142720.0,62.0,2.0,8.0,unknown,unknown,Новое шоссе_11
19045326,105082.0,50.34,2.0,11.0,Москва,Басманный район,Малая Почтовая_12
12600000,123060.0,37.8,2.0,10.0,Москва,Щукино район,Большой Волоколамский проезд_23
4750000,117042.0,19.6,2.0,1.0,Москва,Воскресенское поселение,Чечёрский проезд_124
35999999,119334.0,94.1,4.0,8.0,Москва,Гагаринский район,Ленинский проспект_45
6800000,unknown,33.0,1.0,13.0,unknown,unknown,улица Академика Северина_11
25860000,129344.0,82.3,3.0,3.0,Москва,Бабушкинский район,Енисейская_5
9900000,142701.0,66.5,2.0,13.0,Видное,unknown,Ольховая_6
6000000,140051.0,42.0,1.0,3.0,unknown,unknown,Лорха_13
9148885,108811.0,37.5,1.0,15.0,Московский,Московский поселение,Лаптева_7
9655332,143988.0,64.5,2.0,3.0,Балашиха,unknown,Троицкая_2
12500000,117647.0,36.5,1.0,3.0,Москва,Коньково район,Островитянова_34
167138400,109028.0,146.1,4.0,7.0,Москва,Таганский район,Большой Николоворобинский переулок_9
18600000,107143.0,71.1,3.0,6.0,Москва,Метрогородок район,Тагильская_4
15500000,109147.0,40.2,2.0,6.0,Москва,Таганский район,Брошевский переулок_8
9000000,141401.0,59.0,3.0,14.0,Химки,unknown,Германа Титова_8
13990000,127055.0,37.2,1.0,2.0,Москва,Тверской район,Тихвинская_9
9828130,129343.0,24.7,1.0,22.0,Москва,Свиблово район,проезд Серебрякова_11
8850000,115404.0,32.0,1.0,9.0,Москва,Бирюлёво Восточное район,Бирюлёвская_21
20606735,119136.0,32.6,2.0,4.0,Москва,Раменки район,Сетуньский 1-й проезд_10
12604000,108818.0,68.5,2.0,9.0,Москва,Десёновское поселение,микрорайон Новые Ватутинки Центральные_9
12000000,140003.0,52.3,2.0,13.0,Люберцы,unknown,Лётчика Ларюшина_4
12700000,121609.0,38.0,1.0,5.0,Москва,Крылатское район,Рублёвское шоссе_44
15602480,108814.0,63.2,3.0,26.0,Москва,Южное Бутово район,Южные Сады жк улица_2
18000000,129594.0,52.0,2.0,5.0,Москва,Марьина Роща район,Марьиной Рощи 2-я_16
59999000,121552.0,140.7,4.0,7.0,Москва,Кунцево район,Ельнинская_15
15000000,141704.0,80.0,2.0,3.0,Долгопрудный,unknown,Московское шоссе_59
35000000,115172.0,74.0,2.0,6.0,Москва,Таганский район,улица Гончарная_38
24709092,115533.0,68.4,3.0,17.0,Москва,Нагатино-Садовники район,Нагатинская набережная_10
37000000,119192.0,110.2,3.0,5.0,Москва,Раменки район,Мичуринский проспект_26
79990000,119192.0,134.0,4.0,21.0,Москва,Раменки район,Мосфильмовская_88
44800000,127427.0,81.26,4.0,27.0,Москва,Марфино район,улица Академика Королёва_21
23000000,109386.0,72.9,3.0,10.0,Москва,Люблино район,Краснодонская улица_1
11120000,123100.0,19.8,2.0,2.0,Москва,Пресненский район,улица Сергея Макеева_1
14300000,142720.0,79.2,3.0,7.0,unknown,unknown,Новое шоссе_11
9500000,140003.0,39.0,2.0,13.0,Люберцы,unknown,Лётчика Ларюшина_6
15500000,109125.0,53.2,2.0,15.0,Москва,Рязанский район,Васильцовский Стан_5
10990000,123154.0,45.6,2.0,1.0,Москва,Хорошёво-Мнёвники район,бульвар Генерала Карбышева_18
24408900,109428.0,73.0,3.0,5.0,Москва,Рязанский район,Окская_7
26436480,111033.0,67.2,2.0,13.0,Москва,Лефортово район,Золоторожский Вал улица_31
12800000,117303.0,40.7,1.0,4.0,Москва,Чертаново Северное район,Балаклавский проспект_15
6300000,140125.0,40.8,1.0,4.0,unknown,unknown,Подмосковная_3
8000000,143442.0,65.0,2.0,4.0,unknown,unknown,Парковая_5
50000000,117393.0,94.4,3.0,11.0,Москва,Обручевский район,Профсоюзная_68
115000000,125047.0,169.0,4.0,2.0,Москва,Тверской район,улица Фадеева_4
10026740,108814.0,34.3,1.0,9.0,Москва,Сосенское поселение,ЖК Скандинавия_22
13000000,127572.0,52.0,2.0,9.0,Москва,Лианозово район,Алтуфьевское шоссе_93
31227148,125252.0,53.5,2.0,25.0,Москва,Хорошёвский район,улица Зорге_9
14500000,111677.0,60.0,1.0,20.0,Москва,Некрасовка район,улица Недорубова_32
28312770,111033.0,85.1,3.0,14.0,Москва,Лефортово район,Золоторожский Вал улица_31
23800000,109316.0,58.0,3.0,3.0,Москва,Южнопортовый район,Волгоградский проспект_32
10300000,115583.0,46.0,2.0,8.0,Москва,Орехово-Борисово Южное район,Елецкая_19
20900000,125195.0,64.0,2.0,3.0,Москва,Левобережный район,Фестивальная_29
25740000,127427.0,46.0,1.0,19.0,Москва,Марфино район,улица Академика Королёва_21
13500000,140053.0,79.8,3.0,1.0,Котельники,unknown,Южный микрорайон_3
25561440,unknown,68.5,3.0,26.0,Москва,Очаково-Матвеевское район,Озёрная улица_7
49000000,123007.0,113.0,3.0,8.0,Москва,Хорошёвский район,улица Полины Осипенко_10
44000000,123022.0,70.0,3.0,12.0,Москва,Пресненский район,Ходынская_2
17500000,109428.0,58.0,2.0,5.0,Москва,Рязанский район,2-й Грайвороновский проезд_44
23500000,125252.0,58.9,2.0,8.0,Москва,Сокол район,улица Песчаная 2-я_6
5100000,141446.0,33.0,1.0,3.0,Химки,unknown,Северная_1
20735500,117420.0,73.4,3.0,2.0,Москва,Черёмушки район,Намёткина_10
20500000,129110.0,58.9,3.0,9.0,Москва,Мещанский район,Большая Переяславская_5
9500000,109451.0,39.2,1.0,1.0,Москва,Марьино район,Братиславская_16
11735719,143441.0,40.85,1.0,22.0,Москва,Митино район,ЖК Аквилон Митино_3
16900000,127474.0,58.8,2.0,10.0,Москва,Бескудниковский район,Дмитровское шоссе_64
82800000,119501.0,104.0,4.0,14.0,Москва,Очаково-Матвеевское район,Нежинская улица_5
7800000,143909.0,39.3,2.0,15.0,Балашиха,unknown,улица Лукино_51
139900000,119136.0,205.0,5.0,24.0,Москва,Раменки район,Минская_2
30000000,123154.0,78.0,3.0,17.0,Москва,Хорошёво-Мнёвники район,бульвар Генерала Карбышева_14
6300000,140016.0,29.1,2.0,9.0,Люберцы,unknown,Вертолётная_4
20710000,127427.0,39.0,1.0,7.0,Москва,Марфино район,улица Академика Королёва_21
7061976,unknown,35.71,2.0,3.0,Люберцы,unknown,3-й квартал_66
9150000,108836.0,32.0,1.0,2.0,Москва,Десёновское поселение,1-я Нововатутинская улица_3
17316822,115280.0,42.2,1.0,9.0,Москва,Даниловский район,Автозаводская_23
20899000,119146.0,31.0,1.0,4.0,Москва,Хамовники район,Фрунзенская набережная_16
14500000,111024.0,34.0,2.0,6.0,Москва,Лефортово район,шоссе Энтузиастов_1
29700000,119571.0,50.0,2.0,6.0,Москва,Тропарёво-Никулино район,проспект Вернадского_94
19958687,109316.0,62.5,2.0,17.0,Москва,Южнопортовый район,Волгоградский проспект_32
15990000,107392.0,57.1,3.0,4.0,Москва,Преображенское район,Знаменская_53
44500000,117393.0,80.2,3.0,5.0,Москва,Обручевский район,Профсоюзная_64
160000000,119034.0,220.0,5.0,2.0,Москва,Хамовники район,Гагаринский переулок_7
12606656,125504.0,38.24,2.0,9.0,Москва,Западное Дегунино район,Дмитровское шоссе_75
13172250,141031.0,65.0,2.0,2.0,unknown,unknown,Полковника Романова улица_5
19500000,109316.0,50.0,1.0,2.0,Москва,Южнопортовый район,Мельникова_3
36289070,111033.0,90.7,3.0,20.0,Москва,Лефортово район,Золоторожский Вал улица_30
7900000,143430.0,55.67,2.0,7.0,unknown,unknown,Стартовая_6
34700000,121099.0,56.0,3.0,2.0,Москва,Арбат район,улица Новый Арбат_25
13036620,unknown,53.25,3.0,16.0,Москва,Молжаниновский район,ЖК Молжаниново_1
38230500,125167.0,66.2,3.0,2.0,Москва,Хорошёвский район,Ленинградский проспект_37
26900000,125445.0,55.0,2.0,4.0,Москва,Левобережный район,Ленинградское шоссе_69
40207048,123290.0,92.0,3.0,11.0,Москва,Пресненский район,Мукомольный проезд_11
12999000,117133.0,50.2,2.0,15.0,Москва,Тёплый Стан район,Тёплый Стан_25
13900000,117463.0,50.0,3.0,5.0,Москва,Ясенево район,Паустовского_4
6614496,119530.0,24.0,1.0,6.0,Москва,Очаково-Матвеевское район,проезд Стройкомбината_1
11700000,127549.0,46.0,2.0,8.0,Москва,Бибирево район,Пришвина_13
42336000,119361.0,96.01,3.0,10.0,Москва,Раменки район,улица Лобачевского_114
7100000,141402.0,41.0,1.0,4.0,Химки,unknown,Ленинградская_7
5800000,143903.0,45.0,2.0,1.0,Балашиха,unknown,микрорайон ВНИИПО_9
43997289,115432.0,102.5,3.0,15.0,Москва,Даниловский район,проспект Лихачёва_14
16254480,117535.0,86.0,3.0,8.0,Москва,Чертаново Южное район,Газопровод_1
75835200,125080.0,102.48,3.0,7.0,Москва,Сокол район,улица Врубеля_4
22000000,107076.0,68.6,3.0,14.0,Москва,Преображенское район,улица Богородский Вал_6
9309547,115088.0,17.0,1.0,29.0,Москва,Печатники район,Южнопортовая_28
10747820,129343.0,25.0,1.0,20.0,Москва,Свиблово район,проезд Серебрякова_11
27000000,108811.0,106.7,4.0,23.0,Московский,Московский поселение,Бианки_6
32999000,119361.0,84.5,3.0,11.0,Москва,Раменки район,улица Лобачевского_120
12600000,107370.0,55.7,3.0,1.0,Москва,Богородское район,Открытое шоссе_1
7764400,127495.0,28.0,1.0,19.0,Москва,Северный район,Новодачная_67
14000000,108801.0,69.0,2.0,11.0,unknown,Сосенское поселение,Бачуринская_22
41895000,115114.0,93.1,3.0,1.0,Москва,Замоскворечье район,Шлюзовая набережная_2
15750000,108849.0,80.0,3.0,12.0,Москва,Внуковское поселение,Самуила Маршака_24
35070000,127427.0,66.6,3.0,17.0,Москва,Марфино район,улица Академика Королёва_21
16784600,123060.0,53.2,2.0,14.0,Москва,Щукино район,улица Берзарина_32
115159640,123423.0,134.82,4.0,5.0,Москва,Хорошёво-Мнёвники район,Нижние Мнёвники_2
26215000,127276.0,74.9,3.0,6.0,Москва,Марфино район,Большая Марфинская_4
8800000,111539.0,34.5,1.0,8.0,Москва,Вешняки район,Вешняковская_21
13256368,140014.0,78.4,3.0,17.0,Люберцы,unknown,Хлебозаводская_6
11200000,108836.0,50.0,2.0,11.0,Москва,Десёновское поселение,3-я Нововатутинская улица_6
16200000,123060.0,36.7,1.0,9.0,Москва,Щукино район,улица Маршала Рыбалко_2
8250000,141021.0,37.0,1.0,15.0,Мытищи,unknown,улица Юбилейная_24
21920000,127427.0,46.18,1.0,4.0,Москва,Марфино район,улица Академика Королёва_21
11907182,108814.0,45.8,2.0,27.0,Москва,Южное Бутово район,Южные Сады жк улица_2
75000000,107031.0,189.0,5.0,3.0,Москва,Тверской район,улица Большая Дмитровка_20
5100000,115404.0,20.0,2.0,9.0,Москва,Бирюлёво Восточное район,6-я Радиальная улица_3
13177496,108814.0,57.6,3.0,25.0,Москва,Южное Бутово район,Южные Сады жк улица_2
15718425,109052.0,56.0,2.0,23.0,Москва,Нижегородский район,Рязанский проспект_2
8550000,142720.0,51.0,1.0,3.0,unknown,unknown,Новое шоссе_15
17350000,143025.0,63.0,2.0,3.0,unknown,unknown,Никольская_8
9250000,119633.0,39.0,1.0,13.0,Москва,Ново-Переделкино район,Новоорловская_12
19500000,125212.0,64.0,3.0,4.0,Москва,Войковский район,Головинское шоссе_10
37153992,unknown,86.0,4.0,21.0,Москва,Очаково-Матвеевское район,Озёрная улица_7
18500000,115191.0,45.0,1.0,2.0,Москва,Донской район,Духовской переулок_17
31838630,127287.0,91.0,3.0,5.0,Москва,Савёловский район,2-я Хуторская улица_34
8700000,143005.0,38.1,1.0,15.0,Одинцово,unknown,Говорова_50
18500000,125080.0,62.0,2.0,8.0,Москва,Сокол район,шоссе Волоколамское_15
20500000,117639.0,84.9,3.0,17.0,Москва,Нагорный район,Варшавское шоссе_104
41900000,123308.0,102.0,3.0,36.0,Москва,Хорошёво-Мнёвники район,Шелепихинская набережная_42
13000000,143402.0,89.6,3.0,1.0,Красногорск,unknown,Школьная_16
17300000,119602.0,55.0,2.0,8.0,Москва,Тропарёво-Никулино район,улица Академика Анохина_26
16087665,108814.0,77.4,4.0,9.0,Москва,Южное Бутово район,Южные Сады жк улица_2
65000000,119415.0,211.0,5.0,8.0,Москва,Проспект Вернадского район,Ленинский проспект_106
10850000,141401.0,59.7,2.0,12.0,Химки,unknown,Академика Грушина_4
28999000,109316.0,81.0,3.0,23.0,Москва,Южнопортовый район,Волгоградский проспект_32
15990000,117463.0,70.0,3.0,7.0,Москва,Ясенево район,проезд Карамзина_1
10600000,143404.0,43.0,1.0,11.0,Красногорск,unknown,Парковая_8
10557978,141402.0,48.0,2.0,7.0,Химки,unknown,Rafinad жк_11
4950000,141411.0,38.0,2.0,3.0,unknown,unknown,Беговая_12
20876420,117420.0,71.0,2.0,3.0,Москва,Черёмушки район,Намёткина_10
75000000,123001.0,91.4,3.0,8.0,Москва,Пресненский район,улица Спиридоновка_12
18000000,125284.0,53.5,2.0,4.0,Москва,Хорошёвский район,Хорошёвское шоссе_50
14900000,125502.0,43.2,1.0,9.0,Москва,Ховрино район,улица Петрозаводская_11
20600000,125373.0,74.0,3.0,13.0,Москва,Южное Тушино район,бульвар Яна Райниса_43
37525194,119136.0,56.7,1.0,39.0,Москва,Раменки район,Сетуньский 1-й проезд_6
34255500,125167.0,55.7,2.0,20.0,Москва,Хорошёвский район,Ленинградский проспект_37
2500000,141108.0,19.0,1.0,6.0,Щёлково,unknown,Краснознаменская_17
13500000,141501.0,66.0,2.0,24.0,Химки,unknown,проспект Мельникова_3
11200000,143408.0,70.0,2.0,7.0,Красногорск,unknown,Игоря Мерлушкина_2
22095500,125424.0,41.3,1.0,7.0,Москва,Покровское-Стрешнево район,шоссе Волоколамское_22
12500000,140053.0,70.0,2.0,6.0,Котельники,unknown,Южный микрорайон_12
27400000,117312.0,75.0,2.0,31.0,Москва,Академический район,проспект 60-летия Октября_17
44500000,117452.0,176.9,4.0,11.0,Москва,Зюзино район,Азовская_24
15100000,129327.0,50.0,2.0,7.0,Москва,Лосиноостровский район,Коминтерна_15
79200500,119334.0,111.55,2.0,15.0,Москва,Гагаринский район,Ленинский проспект_38
15900000,105066.0,45.0,2.0,1.0,Москва,Басманный район,Токмаков переулок_13
45500000,129323.0,116.0,4.0,21.0,Москва,Свиблово район,Сельскохозяйственная улица_38
12650000,141701.0,66.0,2.0,18.0,Долгопрудный,unknown,проспект Ракетостроителей_9
66000000,123290.0,99.5,4.0,6.0,Москва,Пресненский район,Шмитовский проезд_39
9500000,117303.0,35.3,1.0,9.0,Москва,Зюзино район,Керченская_11
26457058,119192.0,46.5,1.0,14.0,Москва,Раменки район,Винницкая_8
16339062,115280.0,37.6,1.0,10.0,Москва,Даниловский район,Автозаводская_23
8500000,109559.0,35.0,1.0,7.0,Москва,Люблино район,Тихорецкий бульвар_12
19345000,109316.0,58.4,2.0,8.0,Москва,Южнопортовый район,Волгоградский проспект_32
16998000,123007.0,61.0,2.0,4.0,Москва,Хорошёвский район,Хорошёвское шоссе_13
17858890,unknown,85.0,4.0,4.0,Москва,Сосенское поселение,ЖК Прокшино_8
35000000,117393.0,75.0,2.0,5.0,Москва,Ломоносовский район,Академика Пилюгина_20
16500000,108801.0,87.0,3.0,2.0,Москва,Сосенское поселение,Эдварда Грига_15
13600000,117042.0,53.4,2.0,12.0,Москва,Южное Бутово район,Адмирала Лазарева улица_28
7844185,140053.0,40.33,1.0,5.0,Котельники,unknown,микрорайон Новые Котельники_10
29000000,125284.0,84.1,3.0,23.0,Москва,Хорошёвский район,Хорошёвское шоссе_12
6600000,141090.0,44.0,1.0,9.0,Королёв,unknown,Ленинская_11
7900000,140060.0,38.7,1.0,9.0,unknown,unknown,Спортивная_2
30000000,117218.0,75.0,3.0,3.0,Москва,Академический район,Профсоюзная_9
12000000,125252.0,33.7,1.0,1.0,Москва,Хорошёвский район,улица Куусинена_21
7542696,108811.0,27.1,1.0,15.0,Московский,Московский поселение,Лаптева_7
11300000,127247.0,38.6,1.0,3.0,Москва,Бескудниковский район,800-летия Москвы_4
4500000,143909.0,31.7,1.0,8.0,Балашиха,unknown,Яганова_5
18849999,109316.0,60.0,3.0,16.0,Москва,Южнопортовый район,Волгоградский проспект_32
6700000,unknown,24.1,2.0,3.0,Москва,Сосенское поселение,деревня Столбово_16
15408600,143005.0,84.2,3.0,21.0,Одинцово,unknown,Вокзальная_31
17000000,127427.0,36.49,1.0,16.0,Москва,Марфино район,улица Академика Королёва_21
200456724,119146.0,221.0,5.0,6.0,Москва,Хамовники район,Комсомольский проспект_32
250000000,123557.0,292.0,5.0,7.0,Москва,Пресненский район,Средний Тишинский переулок_5
14522577,125310.0,81.1,3.0,21.0,Москва,Митино район,ЖК Митинский лес_1
18879000,119361.0,44.4,1.0,30.0,Москва,Раменки район,улица Лобачевского_120
16696724,unknown,40.2,2.0,28.0,Москва,Очаково-Матвеевское район,Озёрная улица_7
14096793,unknown,50.5,2.0,5.0,Москва,Сосенское поселение,ЖК Скандинавия_23
14200000,119618.0,45.0,1.0,10.0,Москва,Московский поселение,Татьянин Парк улица_15
18000000,127287.0,40.8,1.0,24.0,Москва,Савёловский район,2-я Хуторская улица_34
14850450,125599.0,54.1,2.0,3.0,Москва,Западное Дегунино район,Ижорская_1
22500000,109382.0,82.9,3.0,8.0,Москва,Люблино район,Люблинская_78
9100000,142720.0,61.4,2.0,7.0,unknown,unknown,Южная_23
10557807,143443.0,53.8,2.0,4.0,Красногорск,unknown,Новая Московская_49
12980349,unknown,53.14,3.0,13.0,Москва,Молжаниновский район,ЖК Молжаниново_1
6466188,143405.0,32.5,1.0,13.0,Красногорск,unknown,ЖК Ильинойс_1
35900000,125284.0,85.0,3.0,13.0,Москва,Беговой район,Ленинградский проспект_35
21500000,121087.0,47.0,1.0,23.0,Москва,Филёвский парк район,Багратионовский проезд_5
19600000,117303.0,85.0,2.0,17.0,Москва,Чертаново Северное район,Балаклавский проспект_15
7314981,125504.0,18.0,1.0,8.0,Москва,Западное Дегунино район,Ильменский проезд_12
44500000,119571.0,120.0,3.0,13.0,Москва,Тропарёво-Никулино район,проспект Вернадского_92
8800000,141421.0,50.0,2.0,1.0,Химки,unknown,Первомайская_89
35200000,125445.0,96.0,3.0,12.0,Москва,Левобережный район,Ленинградское шоссе_69
22800000,127521.0,53.9,2.0,10.0,Москва,Марьина Роща район,Старомарьинское шоссе_14
14185417,unknown,23.0,1.0,5.0,Москва,Очаково-Матвеевское район,Озёрная улица_7
55217380,123290.0,119.0,4.0,20.0,Москва,Пресненский район,Мукомольный проезд_11
14643512,143441.0,62.99,3.0,20.0,Москва,Митино район,ЖК Аквилон Митино_3
32000000,123290.0,65.0,2.0,22.0,Москва,Хорошёво-Мнёвники район,Шелепихинская набережная_34
21400000,121359.0,74.0,3.0,11.0,Москва,Кунцево район,Бобруйская_15
7600000,143911.0,45.0,2.0,5.0,Балашиха,unknown,микрорайон 1 Мая_3
48123612,119192.0,84.0,2.0,20.0,Москва,Раменки район,Винницкая_8
9214543,109316.0,35.4,1.0,20.0,Москва,Южнопортовый район,Волгоградский проспект_32
5300000,141280.0,43.0,2.0,2.0,Ивантеевка,unknown,Студенческий проезд_43
9013961,125504.0,21.9,1.0,10.0,Москва,Западное Дегунино район,Ильменский проезд_12
7700000,143980.0,41.4,1.0,5.0,Балашиха,unknown,Андрея Белого_1
24500000,121467.0,83.0,2.0,13.0,Москва,Кунцево район,Истринская_8
6070500,117624.0,21.3,2.0,3.0,Москва,Южное Бутово район,улица Поляны_5
23774520,117218.0,46.2,2.0,28.0,Москва,Котловка район,Большая Черёмушкинская_25
16248960,117420.0,50.4,2.0,10.0,Москва,Черёмушки район,Намёткина_10
15400000,127521.0,57.0,3.0,5.0,Москва,Марьина Роща район,Шереметьевская_15
11000000,127015.0,31.4,1.0,3.0,Москва,Савёловский район,Бутырская_17
15950000,142703.0,96.8,3.0,5.0,Видное,unknown,бульвар Зелёные аллеи_9
8500000,141032.0,57.2,2.0,6.0,Мытищи,unknown,Тенистый бульвар_9
16551940,111033.0,39.4,1.0,23.0,Москва,Лефортово район,Золоторожский Вал улица_31
10860000,141031.0,54.3,2.0,12.0,unknown,unknown,Полковника Романова улица_13
11700000,143441.0,58.1,2.0,5.0,unknown,unknown,Просторная улица_7
23000000,119602.0,67.3,2.0,17.0,Москва,Тропарёво-Никулино район,Никулинская улица_6
55717500,119049.0,127.45,3.0,17.0,Москва,Якиманка район,Мытная_40
17200000,115580.0,65.0,3.0,8.0,Москва,Зябликово район,Мусы Джалиля_17
18000000,121087.0,40.0,1.0,9.0,Москва,Филёвский парк район,Береговой проезд_1
16500000,119048.0,29.5,1.0,2.0,Москва,Хамовники район,Усачёва_38
15900000,119454.0,36.0,1.0,16.0,Москва,Проспект Вернадского район,проспект Вернадского_58
11300000,125364.0,38.9,1.0,5.0,Москва,Южное Тушино район,проезд Досфлота_1
7960000,109383.0,32.6,1.0,6.0,Москва,Печатники район,улица Полбина_66
11980000,108801.0,43.0,1.0,1.0,unknown,Сосенское поселение,Потаповская Роща_14
7647040,109052.0,22.32,1.0,6.0,Москва,Нижегородский район,Рязанский проспект_2
91700000,119049.0,131.0,4.0,2.0,Москва,Замоскворечье район,Мытная_7
7300000,141008.0,44.4,2.0,5.0,Мытищи,unknown,Мира_27
19900000,125581.0,72.5,2.0,21.0,Москва,Ховрино район,Флотская_7
20950798,115088.0,72.0,3.0,47.0,Москва,Печатники район,Южнопортовая_28
8156258,unknown,19.0,1.0,9.0,Москва,Сосенское поселение,ЖК Прокшино_8
13793710,125310.0,77.6,3.0,15.0,Москва,Митино район,ЖК Митинский лес_1
37000000,119361.0,93.9,3.0,30.0,Москва,Раменки район,улица Лобачевского_120
38000000,119192.0,81.8,2.0,11.0,Москва,Раменки район,Мосфильмовская_88
56910000,119435.0,81.3,3.0,1.0,Москва,Хамовники район,улица Большая Пироговская_8
28000000,125504.0,67.0,3.0,17.0,Москва,Западное Дегунино район,Ильменский проезд_14
61900000,127434.0,156.5,4.0,5.0,Москва,Тимирязевский район,Ивановская_16
25700000,127427.0,43.0,1.0,27.0,Москва,Марфино район,улица Академика Королёва_21
16513741,unknown,85.2,3.0,6.0,Москва,Внуковское поселение,улица Бориса Пастернака_5
18750000,141406.0,102.3,4.0,4.0,Химки,unknown,Совхозная_8
12000000,141410.0,73.4,3.0,6.0,Химки,unknown,Марии Рубцовой_1
11500000,109518.0,35.0,1.0,11.0,Москва,Текстильщики район,Волжский бульвар_8
21300000,115573.0,60.0,2.0,5.0,Москва,Зябликово район,Ореховый бульвар_24
31500000,123022.0,42.0,1.0,21.0,Москва,Пресненский район,Ходынская_2
9650000,108802.0,27.0,2.0,15.0,Москва,Сосенское поселение,квартал 28-й_2
9900000,141033.0,69.0,3.0,4.0,unknown,unknown,Ильинского_4
19700000,141407.0,108.0,3.0,6.0,Химки,unknown,Бабакина_9
48450000,119136.0,97.72,4.0,8.0,Москва,Раменки район,Сетуньский 1-й проезд_6
